// Rank 1
50	12	231	1	1	10000	201	10	0	13	9000	17	8500	22	8000	28	7500	35	7000	43	6500	52	6000	62	5500	73	5000	85	5000	"Elemental Defense +%d"	0	
// Rank 2
60	12	231	2	1	2000	211	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Fire Element +%d"	0	
61	12	231	2	2	2000	212	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Water Element +%d"	0	
62	12	231	2	3	2000	213	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Earth Element +%d"	0	
63	12	231	2	4	2000	214	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Wind Element +%d"	0	
64	12	231	2	5	2000	215	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Dark Element +%d"	0	
// Rank 3
70	12	231	3	1	5000	221	10	0	13	8000	17	7500	22	7000	28	6500	35	6000	43	5500	52	5000	62	4500	73	4000	85	4000	"Elemental Defense (PvP) +%d"	0	
71	12	231	3	2	5000	222	10	0	13	8000	17	7500	22	7000	28	6500	35	6000	43	5500	52	5000	62	4500	73	4000	85	4000	"Elemental Defense (PvM) +%d"	0	
// Rank 4
80	12	231	4	1	5000	233	1	0	2	7500	3	7000	4	6500	6	6000	8	5500	10	5000	13	4500	16	4000	19	3500	23	3500	"Elemental Damage Absorb (PvP) +%d%%"	1	
81	12	231	4	2	5000	234	1	0	2	7500	3	7000	4	6500	6	6000	8	5500	10	5000	13	4500	16	4000	19	3500	23	3500	"Elemental Damage Absorb (PvM) +%d%%"	1	
// Rank 5
90	12	231	5	1	10000	243	1	0	2	7000	3	6500	4	6000	6	5500	8	5000	10	4500	13	4000	16	3500	19	3000	23	3000	"Elemental Damage Absorb +%d%%"	1	
//
// Beginners Errtel of Blessing //////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
251	12	232	1	14	10000	250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Elemental Defense +%d"	0	
//
// Errtel of /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
50	12	506	1	1	10000	201	52	0	55	6500	59	6500	64	6000	70	6000	77	5500	85	5000	94	5000	104	4500	115	4500	127	3000	"Elemental Defense +%d"	0	
// Rank 2
60	12	506	2	1	2000	211	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Fire Element +%d"	0	
61	12	506	2	2	2000	212	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Water Element +%d"	0	
62	12	506	2	3	2000	213	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Earth Element +%d"	0	
63	12	506	2	4	2000	214	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Wind Element +%d"	0	
64	12	506	2	5	2000	215	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Dark Element +%d"	0	
// Rank 3
70	12	506	3	1	5000	221	52	0	55	6500	59	6500	64	6000	70	6000	77	5500	85	5000	94	5000	104	4500	115	4500	127	3000	"Elemental Defense (PvP) +%d"	0	
71	12	506	3	2	5000	222	52	0	55	6500	59	6500	64	6000	70	6000	77	5500	85	5000	94	5000	104	4500	115	4500	127	3000	"Elemental Defense (PvM) +%d"	0	
// Rank 4
80	12	506	4	1	5000	233	5	0	6	6000	7	5500	8	5000	10	4500	12	4000	14	3500	17	3000	20	2500	23	2000	27	1500	"Elemental Damage Absorb (PvP) +%d%%"	1	
81	12	506	4	2	5000	234	5	0	6	6000	7	5500	8	5000	10	4500	12	4000	14	3500	17	3000	20	2500	23	2000	27	1500	"Elemental Damage Absorb (PvM) +%d%%"	1	
// Rank 5
90	12	506	5	1	10000	243	3	0	4	5500	5	5000	6	4500	8	4000	10	3500	12	3000	15	2500	18	2000	21	1500	25	1000	"Elemental Damage Absorb +%d%%"	1	
//
// Errtel of Integrity ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
100	12	241	1	1	10000	301	290	0	348	9000	406	8500	464	8000	522	7500	580	7000	697	6500	814	6000	931	5500	1048	5000	1165	5000	"Elemental Attack Success Rate +%d"	0	
// Rank 2
110	12	241	2	1	2000	311	226	0	242	8500	258	8000	274	7500	290	7000	306	6500	337	6000	368	5500	399	5000	430	4500	461	4500	"Attack Against Fire Element +%d"	0	
111	12	241	2	2	2000	312	226	0	242	8500	258	8000	274	7500	290	7000	306	6500	337	6000	368	5500	399	5000	430	4500	461	4500	"Attack Against Water Element +%d"	0	
112	12	241	2	3	2000	313	226	0	242	8500	258	8000	274	7500	290	7000	306	6500	337	6000	368	5500	399	5000	430	4500	461	4500	"Attack Against Earth Element +%d"	0	
113	12	241	2	4	2000	314	226	0	242	8500	258	8000	274	7500	290	7000	306	6500	337	6000	368	5500	399	5000	430	4500	461	4500	"Attack Against Wind Element +%d"	0	
114	12	241	2	5	2000	315	226	0	242	8500	258	8000	274	7500	290	7000	306	6500	337	6000	368	5500	399	5000	430	4500	461	4500	"Attack Against Dark Element +%d"	0	
// Rank 3
120	12	241	3	1	5000	321	30	0	35	8000	43	7500	54	7000	66	6500	80	6000	97	5500	117	5000	142	4500	172	4000	207	4000	"Elemental Attack Dmg (PvP) +%d"	0	
121	12	241	3	2	5000	322	30	0	35	8000	43	7500	54	7000	66	6500	80	6000	97	5500	117	5000	142	4500	172	4000	207	4000	"Elemental Attack Dmg (PvM) +%d"	0	
// Rank 4
130	12	241	4	1	5000	333	170	0	100	7500	130	7000	160	6500	210	6000	260	5500	310	5000	370	4500	430	4000	590	3500	500	3500	"Elemental Attack Success Rate (PvP) +%d"	0	
131	12	241	4	2	5000	334	170	0	100	7500	130	7000	160	6500	210	6000	260	5500	310	5000	370	4500	430	4000	590	3500	500	3500	"Elemental Attack Success Rate (PvM) +%d"	0	
// Rank 5
140	12	241	5	1	10000	343	50	0	70	7000	90	6500	110	6000	140	5500	170	5000	200	4500	240	4000	280	3500	320	3000	400	3000	"Attack Success Rate +%d"	0	
// Beginners Errtel of Integrity ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
252	12	242	1	14	10000	350	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Elemental Attack Success Rate +%d"	0	
// Errtel of ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
100	12	507	1	1	10000	301	814	0	872	6500	930	6500	988	6000	1046	6000	1104	5500	1221	5000	1338	5000	1455	4500	1572	4500	1689	3000	"Elemental Attack Success Rate +%d"	0	
// Rank 2
110	12	507	2	1	2000	311	368	0	384	6500	400	6500	416	6000	432	6000	448	5500	479	5000	510	5000	541	4500	572	4500	603	3000	"Attack Against Fire Element +%d"	0	
111	12	507	2	2	2000	312	368	0	384	6500	400	6500	416	6000	432	6000	448	5500	479	5000	510	5000	541	4500	572	4500	603	3000	"Attack Against Water Element +%d"	0	
112	12	507	2	3	2000	313	368	0	384	6500	400	6500	416	6000	432	6000	448	5500	479	5000	510	5000	541	4500	572	4500	603	3000	"Attack Against Earth Element +%d"	0	
113	12	507	2	4	2000	314	368	0	384	6500	400	6500	416	6000	432	6000	448	5500	479	5000	510	5000	541	4500	572	4500	603	3000	"Attack Against Wind Element +%d"	0	
114	12	507	2	5	2000	315	368	0	384	6500	400	6500	416	6000	432	6000	448	5500	479	5000	510	5000	541	4500	572	4500	603	3000	"Attack Against Dark Element +%d"	0	
// Rank 3
120	12	507	3	1	5000	321	117	0	122	6500	130	6500	141	6000	153	6000	167	5500	184	5000	204	5000	229	4500	259	4500	294	3000	"Elemental Attack Dmg (PvP) +%d"	0	
121	12	507	3	2	5000	322	117	0	122	6500	130	6500	141	6000	153	6000	167	5500	184	5000	204	5000	229	4500	259	4500	294	3000	"Elemental Attack Dmg (PvM) +%d"	0	
// Rank 4
130	12	507	4	1	5000	333	270	0	300	6000	330	5500	360	5000	410	4500	460	4000	510	3500	570	3000	630	2500	690	2000	800	1500	"Elemental Attack Success Rate (PvP) +%d"	0	
131	12	507	4	2	5000	334	270	0	300	6000	330	5500	360	5000	410	4500	460	4000	510	3500	570	3000	630	2500	690	2000	800	1500	"Elemental Attack Success Rate (PvM) +%d"	0	
// Rank 5
140	12	507	5	1	10000	343	150	0	170	5500	190	5000	210	4500	240	4000	270	3500	300	3000	340	2500	380	2000	420	1500	500	1000	"Attack Success Rate +%d"	0	
//
// Errtel of Divinity ///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
150	12	251	1	1	10000	401	17	0	21	9000	25	8500	29	8000	33	7500	37	7000	44	6500	51	6000	58	5500	65	5000	72	5000	"Elemental Defense Success Rate +%d"	0	
// Rank 2
160	12	251	2	1	2000	411	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Fire Element +%d"	0	
161	12	251	2	2	2000	412	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Water Element +%d"	0	
162	12	251	2	3	2000	413	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Earth Element +%d"	0	
163	12	251	2	4	2000	414	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Wind Element +%d"	0	
164	12	251	2	5	2000	415	90	0	106	8500	122	8000	138	7500	154	7000	170	6500	201	6000	232	5500	263	5000	294	4500	325	4500	"Defense Against Dark Element +%d"	0	
// Rank 3
170	12	251	3	1	5000	421	10	0	13	8000	17	7500	22	7000	28	6500	35	6000	43	5500	52	5000	62	4500	73	4000	85	4000	"Elemental Defense (PvP) +%d"	0	
171	12	251	3	2	5000	422	10	0	13	8000	17	7500	22	7000	28	6500	35	6000	43	5500	52	5000	62	4500	73	4000	85	4000	"Elemental Defense (PvM) +%d"	0	
// Rank 4
180	12	251	4	1	5000	433	170	0	100	7500	130	7000	160	6500	210	6000	260	5500	310	5000	370	4500	430	4000	590	3500	500	3500	"Elemental Defense Success Rate (PvP) +%d"	0	
181	12	251	4	2	5000	434	170	0	100	7500	130	7000	160	6500	210	6000	260	5500	310	5000	370	4500	430	4000	590	3500	500	3500	"Elemental Defense Success Rate (MvP) +%d"	0	
// Rank 5
190	12	251	5	1	10000	443	50	0	70	7000	90	6500	110	6000	140	5500	170	5000	200	4500	240	4000	280	3500	320	3000	400	3000	"Elemental Defense Success Rate +%d"	0	
//
// Beginners Errtel of Divinity /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
253	12	252	1	14	10000	450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Elemental Defense Success Rate +%d"	0	
//
// Errtel of ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
150	12	508	1	1	10000	401	51	0	55	6500	59	6500	63	6000	67	6000	71	5500	78	5000	85	5000	92	4500	99	4500	106	3000	"Elemental Defense Success Rate +%d"	0	
// Rank 2
160	12	508	2	1	2000	411	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Fire Element +%d"	0	
161	12	508	2	2	2000	412	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Water Element +%d"	0	
162	12	508	2	3	2000	413	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Earth Element +%d"	0	
163	12	508	2	4	2000	414	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Wind Element +%d"	0	
164	12	508	2	5	2000	415	232	0	248	6500	264	6500	280	6000	296	6000	312	5500	343	5000	374	5000	405	4500	436	4500	467	3000	"Defense Against Dark Element +%d"	0	
// Rank 3
170	12	508	3	1	5000	421	52	0	55	6500	59	6500	64	6000	70	6000	77	5500	85	5000	94	5000	104	4500	115	4500	127	3000	"Elemental Defense (PvP) +%d"	0	
171	12	508	3	2	5000	422	52	0	55	6500	59	6500	64	6000	70	6000	77	5500	85	5000	94	5000	104	4500	115	4500	127	3000	"Elemental Defense (PvM) +%d"	0	
// Rank 4
180	12	508	4	1	5000	433	270	0	300	6000	330	5500	360	5000	410	4500	460	4000	510	3500	570	3000	630	2500	690	2000	800	1500	"Elemental Defense Success Rate (PvP) +%d"	0	
181	12	508	4	2	5000	434	270	0	300	6000	330	5500	360	5000	410	4500	460	4000	510	3500	570	3000	630	2500	690	2000	800	1500	"Elemental Defense Success Rate (MvP) +%d"	0	
// Rank 5
190	12	508	5	1	10000	443	150	0	170	5500	190	5000	210	4500	240	4000	270	3500	300	3000	340	2500	380	2000	420	1500	500	1000	"Elemental Defense Success Rate +%d"	0	
//
// Errtel of Radiance //////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// Rank 1
200	12	261	1	1	2495	501	33	0	48	9000	63	8500	78	8000	95	7500	112	7000	129	6500	148	6000	167	5500	186	5000	209	5000	"Elemental Damage (II) +%d"	0	
201	12	261	1	2	2495	502	13	0	21	9000	29	8500	37	8000	46	7500	55	7000	64	6500	74	6000	84	5500	94	5000	107	5000	"Elemental Defense (II) +%d"	0	
202	12	261	1	3	2495	503	150	0	173	9000	196	8500	219	8000	252	7500	285	7000	318	6500	361	6000	404	5500	447	5000	605	5000	"Elemental Attack Success Rate (II) +%d"	0	
203	12	261	1	4	2495	504	150	0	173	9000	196	8500	219	8000	252	7500	285	7000	318	6500	361	6000	404	5500	447	5000	605	5000	"Elemental Defense Success Rate (II) +%d"	0	
204	12	261	1	5	10	505	33	0	52	9000	71	8500	90	8000	120	7500	141	7000	162	6500	191	6000	213	5500	235	5000	261	5000	"Elemental Damage (III) +%d"	0	
205	12	261	1	6	10	506	13	0	23	9000	33	8500	43	8000	54	7500	65	7000	76	6500	90	6000	104	5500	118	5000	135	5000	"Elemental Defense (III) +%d"	0	
// Rank 2
210	12	261	2	1	4995	515	1	0	2	8500	3	8000	4	7500	5	7000	6	6500	7	6000	8	5500	9	5000	10	4500	11	4500	"Absorb Shield - 30%% chance to absorb %d%% Damage as SD"	1	
211	12	261	2	2	4995	516	1	0	2	8500	3	8000	4	7500	5	7000	6	6500	7	6000	8	5500	9	5000	10	4500	11	4500	"Absorb Life - 30%% chance to absorb %d%% Damage as Life"	1	
212	12	261	2	3	10	517	3	0	4	8500	5	8000	6	7500	8	7000	10	6500	12	6000	15	5500	18	5000	21	4500	25	4500	"Bastion - Protection is activated for %d sec. by 50%% chance when SD is below 20%%"	0	
// Rank 3
220	12	261	3	1	3399	525	100	0	140	8000	180	7500	220	7000	260	6500	300	6000	340	5500	380	5000	420	4500	460	4000	500	4000	"Bleeding - A durable effect invoking %d damages to the target with certain chance when attacking"	0	
221	12	261	3	2	1800	526	13	0	14	8000	15	7500	16	7000	18	6500	20	6000	22	5500	25	5000	28	4500	31	4000	35	4000	"Paralyzing - Chance to decrease target’s Moving Speed and every Healing ability by 90%%"	0	
222	12	261	3	3	2800	527	13	0	14	8000	15	7500	16	7000	18	6500	20	6000	22	5500	25	5000	28	4500	31	4000	35	4000	"Binding - Immobilize the target by holding its leg with certain chance when attacking"	0	
223	12	261	3	4	1	528	6	0	7	8000	8	7500	9	7000	10	6500	11	6000	12	5500	13	5000	14	4500	15	4000	16	4000	"Punish - 30%% chance to inflict Damage (%d%% of target's MAX Life) upon Critical Elemantal Damage"	1	
224	12	261	3	5	2000	529	50	0	52	8000	54	7500	56	7000	59	6500	62	6000	65	5500	69	5000	73	4500	77	4000	85	4000	"Blinding - Chance to greatly decrease target’s Attack Success Rate by %d%% when attacking"	1	
// Rank 4
230	12	261	4	1	7000	533	13	0	14	7500	15	7000	16	6500	18	6000	20	5500	22	5000	25	4500	28	4000	31	3500	35	3500	"Can use Immune Skill I."	0	
231	12	261	4	2	3000	534	13	0	14	7500	15	7000	16	6500	18	6000	20	5500	22	5000	25	4500	28	4000	31	3500	35	3500	"Can use Immune Skill II."	0	
// Rank 5
240	12	261	5	1	10000	542	13	0	14	7000	15	6500	16	6000	18	5500	20	5000	22	4500	25	4000	28	3500	31	3000	35	3000	"Can use Berserker Skill I."	0	
end	
